search_text,item_id,item,reading,note,category,category_display,rule_ref,source_pdf_page,source_printed_page,source_section,verification_status
顕微鏡（家庭用）,item_0455,顕微鏡（家庭用）,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
碁石,item_0456,碁石,,,埋立,埋立ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
氷枕 止め具（金属製）は「金・ガ」,item_0457,氷枕,,止め具（金属製）は「金・ガ」,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
こいのぼり用品一式,item_0458,こいのぼり用品一式,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
黒板,item_0459,黒板,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
高圧洗浄機,item_0460,高圧洗浄機,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
固形燃料（着火剤）,item_0461,固形燃料（着火剤）,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
工具箱（家庭用） 中身は残さない 袋に入らないものは「粗大」,item_0462,工具箱（家庭用）,,中身は残さない 袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,25,24,ごみ分別辞典,table_cell_geometry_extracted
こけし,item_0463,こけし,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
ござ 袋に入るものは「可燃」,item_0464,ござ,,袋に入るものは「可燃」,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
広告チラシ 新聞紙と一緒に出す,item_0465,広告チラシ,,新聞紙と一緒に出す,紙類,紙類,,25,24,ごみ分別辞典,table_cell_geometry_extracted
こたつ,item_0466,こたつ,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
紅茶（ティーバッグ）,item_0467,紅茶（ティーバッグ）,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
こたつの天板・足,item_0468,こたつの天板・足,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
ゴーグル,item_0469,ゴーグル,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
こたつ布団 袋に入るものは「可燃」,item_0470,こたつ布団,,袋に入るものは「可燃」,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コースター 金属製のものは「金・ガ」,item_0471,コースター,,金属製のものは「金・ガ」,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コットン,item_0472,コットン,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コート（衣類）,item_0473,コート（衣類）,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コップ（ガラス製）,item_0474,コップ（ガラス製）,,,金・ガ,金物・ガラス類,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コード,item_0475,コード,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
琴（楽器）,item_0476,琴（楽器）,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コート掛け,item_0477,コート掛け,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
粉石けん,item_0478,粉石けん,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コードリール,item_0479,コードリール,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
粉石けんの容器（紙製） リサイクルが困難なため,item_0480,粉石けんの容器（紙製）,,リサイクルが困難なため,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コードレス電話,item_0481,コードレス電話,,,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
粉石けんの容器（プラスチック製） 汚れを取り除く,item_0482,粉石けんの容器（プラスチック製）,,汚れを取り除く,プラ,プラスチック製容器包装,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コーヒーフィルター（コーヒーがら）,item_0483,コーヒーフィルター（コーヒーがら）,,,可燃,可燃ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
粉ミルクの缶 プラスチック製のふた は「プラ」,item_0484,粉ミルクの缶,,プラスチック製のふた は「プラ」,金・ガ,金物・ガラス類,,25,24,ごみ分別辞典,table_cell_geometry_extracted
コーヒーメーカー（電気式） コーヒーミルも含む,item_0485,コーヒーメーカー（電気式）,,コーヒーミルも含む,粗大,粗大ごみ,,25,24,ごみ分別辞典,table_cell_geometry_extracted
小鉢（陶磁器製）,item_0486,小鉢（陶磁器製）,,,埋立,埋立ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コルセット メッシュ素材で袋に入る ものは「可燃」,item_0487,コルセット,,メッシュ素材で袋に入る ものは「可燃」,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
碁盤 足付のものは「粗大」,item_0488,碁盤,,足付のものは「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コピー機（家庭用）,item_0489,コピー機（家庭用）,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴルフクラブ 複数の場合はしばって出す,item_0490,ゴルフクラブ,,複数の場合はしばって出す,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コピー用紙,item_0491,コピー用紙,,,紙類,紙類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴルフネット、枠,item_0492,ゴルフネット、枠,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コミック 取りはずすことのできる ビニールカバーは「可燃」,item_0493,コミック,,取りはずすことのできる ビニールカバーは「可燃」,紙類,紙類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴルフバッグ,item_0494,ゴルフバッグ,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴルフボール,item_0495,ゴルフボール,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ごみ取りネット,item_0496,ごみ取りネット,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴルフマット 袋に入らないものは「粗大」,item_0497,ゴルフマット,,袋に入らないものは「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ごみ箱 金属製のものは「金・ガ」 袋に入らないものは「粗大」,item_0498,ごみ箱,,金属製のものは「金・ガ」 袋に入らないものは「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンクリートブロック 2〜3個をひもでしばっ て出す 1 回に3 束まで,item_0499,コンクリートブロック,,2〜3個をひもでしばっ て出す 1 回に3 束まで,埋立,埋立ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴム,item_0500,ゴム,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンセント,item_0501,コンセント,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴム印,item_0502,ゴム印,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンタクトレンズ,item_0503,コンタクトレンズ,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
小麦粉の紙袋,item_0504,小麦粉の紙袋,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンタクトレンズケース（使い捨て用） 保存用ケースは「可燃」,item_0505,コンタクトレンズケース（使い捨て用）,,保存用ケースは「可燃」,プラ,プラスチック製容器包装,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴム手袋・ゴム長靴,item_0506,ゴム手袋・ゴム長靴,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴムホース ホースリール付は「粗大」,item_0507,ゴムホース,,ホースリール付は「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンパクト（鏡付）,item_0508,コンパクト（鏡付）,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ゴムボート 袋に入らなければ「粗大」,item_0509,ゴムボート,,袋に入らなければ「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンパス,item_0510,コンパス,,,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
米びつ（家庭用）,item_0511,米びつ（家庭用）,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンビニ弁当の容器 汚れを取り除く,item_0512,コンビニ弁当の容器,,汚れを取り除く,プラ,プラスチック製容器包装,,26,25,ごみ分別辞典,table_cell_geometry_extracted
米袋（プラスチック製）,item_0513,米袋（プラスチック製）,,,プラ,プラスチック製容器包装,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンプレッサー,item_0514,コンプレッサー,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
米袋（プラスチック製以外）,item_0515,米袋（プラスチック製以外）,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンポ,item_0516,コンポ,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コルク栓,item_0517,コルク栓,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンポスト（たい肥化容器）,item_0518,コンポスト（たい肥化容器）,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コルク抜き,item_0519,コルク抜き,,,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コルクボード 袋に入らないものは「粗大」,item_0520,コルクボード,,袋に入らないものは「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
コンロ 電池ははずす,item_0521,コンロ,,電池ははずす,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サーフボード FRP 素材のものや長い ものは不可,item_0522,サーフボード,,FRP 素材のものや長い ものは不可,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
座卓,item_0523,座卓,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サッカーボール 空気を抜いて出す,item_0524,サッカーボール,,空気を抜いて出す,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サイクリングマシーン 電池ははずす,item_0525,サイクリングマシーン,,電池ははずす,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
雑誌（週刊誌・漫画など） 取りはずすことのできる ビニールカバーは「可燃」,item_0526,雑誌（週刊誌・漫画など）,,取りはずすことのできる ビニールカバーは「可燃」,紙類,紙類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
座椅子,item_0527,座椅子,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サイドボード,item_0528,サイドボード,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
剤（ねずみ駆除用）殺鼠,item_0529,剤（ねずみ駆除用）殺鼠,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
財布,item_0530,財布,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
殺虫剤（家庭用スプレー缶） 必ず使い切る,item_0531,殺虫剤（家庭用スプレー缶）,,必ず使い切る,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
裁縫箱 中身を残さない,item_0532,裁縫箱,,中身を残さない,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サインペン（金属製）,item_0533,サインペン（金属製）,,,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
座布団,item_0534,座布団,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サインペン（プラスチック製）,item_0535,サインペン（プラスチック製）,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サポーター,item_0536,サポーター,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サウナ（家庭用） 分解して排出,item_0537,サウナ（家庭用）,,分解して排出,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サマーベッド,item_0538,サマーベッド,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サウナスーツ 袋に入らない場合は「粗大」,item_0539,サウナスーツ,,袋に入らない場合は「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
皿（金属・ガラス製）,item_0540,皿（金属・ガラス製）,,,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
竿 複数の場合はしばって出す,item_0541,竿,,複数の場合はしばって出す,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
皿（陶磁器製）,item_0542,皿（陶磁器製）,,,埋立,埋立ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
魚焼き網,item_0543,魚焼き網,,,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
皿（プラスチック製）,item_0544,皿（プラスチック製）,,,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
魚焼き器（電気式）,item_0545,魚焼き器（電気式）,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サラダ油 凝固剤などで固めたもの も「可燃」,item_0546,サラダ油,,凝固剤などで固めたもの も「可燃」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
柵,item_0547,柵,,,粗大,粗大ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
酒の紙パック（内側が白色で500ml 以上） 洗って開いてしばる,item_0548,酒の紙パック（内側が白色で500ml 以上）,,洗って開いてしばる,紙類,紙類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サラダ油の缶 すすいで出す,item_0549,サラダ油の缶,,すすいで出す,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
サラダ油の容器,item_0550,サラダ油の容器,,,プラ,プラスチック製容器包装,,26,25,ごみ分別辞典,table_cell_geometry_extracted
酒の紙パック（内側が白色以外又は500ml 未満） リサイクルが困難なため,item_0551,酒の紙パック（内側が白色以外又は500ml 未満）,,リサイクルが困難なため,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
ざる 金属製のものは「金・ガ」,item_0552,ざる,,金属製のものは「金・ガ」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
三角コーナー 金属製のものは「金・ガ」,item_0553,三角コーナー,,金属製のものは「金・ガ」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
酒の紙パックのキャップ,item_0554,酒の紙パックのキャップ,,,プラ,プラスチック製容器包装,,26,25,ごみ分別辞典,table_cell_geometry_extracted
三角コーン 事業用のものは排出禁止 P.3 参照 袋に入らないものは「粗大」,item_0555,三角コーン,,事業用のものは排出禁止 P.3 参照 袋に入らないものは「粗大」,可燃,可燃ごみ,,26,25,ごみ分別辞典,table_cell_geometry_extracted
酒のガラスカップ すすいで出す,item_0556,酒のガラスカップ,,すすいで出す,金・ガ,金物・ガラス類,,26,25,ごみ分別辞典,table_cell_geometry_extracted
三脚,item_0557,三脚,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
三段ボックス,item_0558,三段ボックス,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
サングラス,item_0559,サングラス,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
三面鏡,item_0560,三面鏡,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
散水機,item_0561,散水機,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
三輪車,item_0562,三輪車,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
サンダル,item_0563,サンダル,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シーツ,item_0564,シーツ,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
自転車,item_0565,自転車,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
CD（ケースも含む） 歌詞カードは「紙類（雑 がみ）」,item_0566,CD（ケースも含む）,,歌詞カードは「紙類（雑 がみ）」,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
自転車（電動式） バッテリーははずす P.48 参照,item_0567,自転車（電動式）,,バッテリーははずす P.48 参照,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
CD の外箱（紙製）,item_0568,CD の外箱（紙製）,,,紙類,紙類,,27,26,ごみ分別辞典,table_cell_geometry_extracted
自転車（電動式）のバッテリー 販売店等（JBRC 協力 店）の回収箱へ P.48 参照,item_0569,自転車（電動式）のバッテリー,,販売店等（JBRC 協力 店）の回収箱へ P.48 参照,禁止,市が収集しないごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
CD プレーヤー バッテリー・電池ははずす,item_0570,CD プレーヤー,,バッテリー・電池ははずす,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シート（しきもの）,item_0571,シート（しきもの）,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
自動車シート（座席）,item_0572,自動車シート（座席）,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シール 台紙も含む,item_0573,シール,,台紙も含む,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
竹刀,item_0574,竹刀,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シェーバー（電気式） バッテリー・電池ははずす,item_0575,シェーバー（電気式）,,バッテリー・電池ははずす,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
芝刈機 農業用、大きいものは 販売店などに相談,item_0576,芝刈機,,農業用、大きいものは 販売店などに相談,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シェーバー（電気式）の洗浄剤の容器 すすいで出す,item_0577,シェーバー（電気式）の洗浄剤の容器,,すすいで出す,プラ,プラスチック製容器包装,,27,26,ごみ分別辞典,table_cell_geometry_extracted
芝刈機等替え刃 危なくないようにする,item_0578,芝刈機等替え刃,,危なくないようにする,金・ガ,金物・ガラス類,,27,26,ごみ分別辞典,table_cell_geometry_extracted
ジェットバス器具,item_0579,ジェットバス器具,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
ジャー,item_0580,ジャー,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
紫外線ランプ,item_0581,紫外線ランプ,,,水銀,水銀ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シャープペンシル（プラスチック製） 金属製のものは「金・ガ」,item_0582,シャープペンシル（プラスチック製）,,金属製のものは「金・ガ」,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
地下足袋,item_0583,地下足袋,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
磁気カード,item_0584,磁気カード,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シャープペンシルの芯,item_0585,シャープペンシルの芯,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
色紙 しきし リサイクルが困難なため,item_0586,色紙,しきし,リサイクルが困難なため,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted+furigana_verified
シャープペンシルの芯のケース 中身を残さない,item_0587,シャープペンシルの芯のケース,,中身を残さない,プラ,プラスチック製容器包装,,27,26,ごみ分別辞典,table_cell_geometry_extracted
磁気マットレス スプリングマットレス は排出禁止 P.46 参照,item_0588,磁気マットレス,,スプリングマットレス は排出禁止 P.46 参照,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
蛇口,item_0589,蛇口,,,金・ガ,金物・ガラス類,,27,26,ごみ分別辞典,table_cell_geometry_extracted
ジグソーパズル,item_0590,ジグソーパズル,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
写真 リサイクルが困難なため,item_0591,写真,,リサイクルが困難なため,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
磁石 シート状のものは「可燃」,item_0592,磁石,,シート状のものは「可燃」,埋立,埋立ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
写真立て 金属製のものは「金・ガ」,item_0593,写真立て,,金属製のものは「金・ガ」,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
辞書・辞典 取りはずすことのできる ビニールカバーは「可燃」,item_0594,辞書・辞典,,取りはずすことのできる ビニールカバーは「可燃」,紙類,紙類,,27,26,ごみ分別辞典,table_cell_geometry_extracted
写真立て（デジタル式）,item_0595,写真立て（デジタル式）,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
写真のネガ ネガのビニール袋も「可燃」,item_0596,写真のネガ,,ネガのビニール袋も「可燃」,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
下着（肌着）,item_0597,下着（肌着）,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
ジャッキ,item_0598,ジャッキ,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
下敷,item_0599,下敷,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シャベル（ショベル） プラスチック製のもの は「可燃」 袋に入らないものは「粗大」,item_0600,シャベル（ショベル）,,プラスチック製のもの は「可燃」 袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,27,26,ごみ分別辞典,table_cell_geometry_extracted
支柱（園芸用） 袋に入るものは「金・ガ」,item_0601,支柱（園芸用）,,袋に入るものは「金・ガ」,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
七輪 灰・炭は「可燃」,item_0602,七輪,,灰・炭は「可燃」,埋立,埋立ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
しゃもじ,item_0603,しゃもじ,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
湿気取り（使い捨て容器） 中身を残さない プラマークのものは「プラ」,item_0604,湿気取り（使い捨て容器）,,中身を残さない プラマークのものは「プラ」,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
ジャングルジム（子供用遊具）,item_0605,ジャングルジム（子供用遊具）,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
湿度計（デジタル式） 電池ははずす,item_0606,湿度計（デジタル式）,,電池ははずす,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シャンデリア,item_0607,シャンデリア,,,粗大,粗大ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
湿布,item_0608,湿布,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シャンプーの容器 すすいで出す ノズル・キャップも「プラ」,item_0609,シャンプーの容器,,すすいで出す ノズル・キャップも「プラ」,プラ,プラスチック製容器包装,,27,26,ごみ分別辞典,table_cell_geometry_extracted
湿布剤の外箱（紙製）,item_0610,湿布剤の外箱（紙製）,,,紙類,紙類,,27,26,ごみ分別辞典,table_cell_geometry_extracted
湿布剤の外袋（紙製） リサイクルが困難なため,item_0611,湿布剤の外袋（紙製）,,リサイクルが困難なため,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
シャンプーハット,item_0612,シャンプーハット,,,可燃,可燃ごみ,,27,26,ごみ分別辞典,table_cell_geometry_extracted
週刊誌,item_0613,週刊誌,,,紙類,紙類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
浄水器フィルター,item_0614,浄水器フィルター,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
祝儀袋 洋紙製のものは「紙類」,item_0615,祝儀袋,,洋紙製のものは「紙類」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
小動物のかご,item_0616,小動物のかご,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
ジューサー・ミキサー 電池ははずす,item_0617,ジューサー・ミキサー,,電池ははずす,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
しょうのう,item_0618,しょうのう,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
ジュースの紙パック（内側が白色で500ml 以上） 洗って開いてしばる,item_0619,ジュースの紙パック（内側が白色で500ml 以上）,,洗って開いてしばる,紙類,紙類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
情報紙（リビング・リックなど） 新聞紙と一緒に出す,item_0620,情報紙（リビング・リックなど）,,新聞紙と一緒に出す,紙類,紙類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
ジュースの紙パック（内側が白色以外又は500ml 未満） リサイクルが困難なため,item_0621,ジュースの紙パック（内側が白色以外又は500ml 未満）,,リサイクルが困難なため,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
錠前,item_0622,錠前,,,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
照明器具 電球・蛍光灯ははずす,item_0623,照明器具,,電球・蛍光灯ははずす,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
じゅうたん 袋に入るものは「可燃」,item_0624,じゅうたん,,袋に入るものは「可燃」,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
しょうゆの容器（携帯用） すすいで出す,item_0625,しょうゆの容器（携帯用）,,すすいで出す,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
充電器 携帯電話・PHS 用は なるべく販売店へ,item_0626,充電器,,携帯電話・PHS 用は なるべく販売店へ,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
しょうゆの容器（ペットボトル） キャップははずして「プラ」 ボトルはすすいで出す,item_0627,しょうゆの容器（ペットボトル）,,キャップははずして「プラ」 ボトルはすすいで出す,ペット,ペットボトル,,28,27,ごみ分別辞典,visual_category_icon_verified
充電式電池 販売店等の回収箱へ P.48 参照,item_0628,充電式電池,,販売店等の回収箱へ P.48 参照,禁止,市が収集しないごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
しょうゆのびん すすいで出す,item_0629,しょうゆのびん,,すすいで出す,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
柔軟剤の容器 すすいで出す,item_0630,柔軟剤の容器,,すすいで出す,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
じょうろ（プラスチック製） 金属製のものは「金・ガ」,item_0631,じょうろ（プラスチック製）,,金属製のものは「金・ガ」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
収納ケース,item_0632,収納ケース,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
重箱 「プラ」マークがあれば 「プラ」,item_0633,重箱,,「プラ」マークがあれば 「プラ」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食卓椅子 粗大申込時は「1脚が1点」,item_0634,食卓椅子,,粗大申込時は「1脚が1点」,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
