search_text,item_id,item,reading,note,category,category_display,rule_ref,source_pdf_page,source_printed_page,source_section,verification_status
食卓テーブル,item_0635,食卓テーブル,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
数珠（水晶）,item_0636,数珠（水晶）,,,埋立,埋立ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食品トレイ 汚れを取り除く,item_0637,食品トレイ,,汚れを取り除く,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
数珠（プラスチック製・木製）,item_0638,数珠（プラスチック製・木製）,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食用油 布・新聞紙などにしみ こませる,item_0639,食用油,,布・新聞紙などにしみ こませる,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
ジュニアシート,item_0640,ジュニアシート,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食用油の容器（金属・ガラス製） すすいで出す,item_0641,食用油の容器（金属・ガラス製）,,すすいで出す,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
朱肉,item_0642,朱肉,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
シュレッダー機（家庭用）,item_0643,シュレッダー機（家庭用）,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食用油の容器（プラスチック製） すすいで出す,item_0644,食用油の容器（プラスチック製）,,すすいで出す,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
シュレッダー紙 紙袋に入れ、ひもでし ばる P.10 参照,item_0645,シュレッダー紙,,紙袋に入れ、ひもでし ばる P.10 参照,紙類,紙類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食用油の容器のふた（金属製）,item_0646,食用油の容器のふた（金属製）,,,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
消火器 販売店などに相談 P.47参照,item_0647,消火器,,販売店などに相談 P.47参照,禁止,市が収集しないごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食用油の容器のふた（プラスチック製）,item_0648,食用油の容器のふた（プラスチック製）,,,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
消火器（スプレータイプ） 必ず使い切る,item_0649,消火器（スプレータイプ）,,必ず使い切る,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
浄化槽のふた（金属製） 袋に入らないものは 「粗大」,item_0650,浄化槽のふた（金属製）,,袋に入らないものは 「粗大」,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
除湿機（家庭用）,item_0651,除湿機（家庭用）,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
除湿剤,item_0652,除湿剤,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
浄化槽のふた（プラスチック製） 袋に入らないものは 「粗大」,item_0653,浄化槽のふた（プラスチック製）,,袋に入らないものは 「粗大」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
除湿剤の容器 中身を残さない,item_0654,除湿剤の容器,,中身を残さない,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食器（金属・ガラス製）,item_0655,食器（金属・ガラス製）,,,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
定規 金属製のものは「金・ガ」,item_0656,定規,,金属製のものは「金・ガ」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食器（陶磁器製）,item_0657,食器（陶磁器製）,,,埋立,埋立ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
将棋の駒,item_0658,将棋の駒,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食器（プラスチック・木製）,item_0659,食器（プラスチック・木製）,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
将棋盤 足付のものは「粗大」,item_0660,将棋盤,,足付のものは「粗大」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
障子,item_0661,障子,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食器洗い乾燥機,item_0662,食器洗い乾燥機,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
障子の紙 リサイクルが困難なため,item_0663,障子の紙,,リサイクルが困難なため,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食器棚,item_0664,食器棚,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
消臭剤,item_0665,消臭剤,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
食器棚シート,item_0666,食器棚シート,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
消臭剤の容器 中身を残さない,item_0667,消臭剤の容器,,中身を残さない,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
シリカゲル,item_0668,シリカゲル,,,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
消臭スプレー（金属製） 必ず使い切る,item_0669,消臭スプレー（金属製）,,必ず使い切る,金・ガ,金物・ガラス類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
シルバーカー バッテリーははずす,item_0670,シルバーカー,,バッテリーははずす,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
消臭スプレー（プラスチック製） すすいで出す,item_0671,消臭スプレー（プラスチック製）,,すすいで出す,プラ,プラスチック製容器包装,,28,27,ごみ分別辞典,table_cell_geometry_extracted
人工芝 袋に入らないものは「粗大」,item_0672,人工芝,,袋に入らないものは「粗大」,可燃,可燃ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
シンナー類 販売店などに相談,item_0673,シンナー類,,販売店などに相談,禁止,市が収集しないごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
賞状,item_0674,賞状,,,紙類,紙類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
新聞紙・チラシ,item_0675,新聞紙・チラシ,,,紙類,紙類,,28,27,ごみ分別辞典,table_cell_geometry_extracted
浄水器,item_0676,浄水器,,,粗大,粗大ごみ,,28,27,ごみ分別辞典,table_cell_geometry_extracted
水銀血圧計,item_0677,水銀血圧計,,,水銀,水銀ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
ストックハウス（物置） 分解して排出 大きいもの・重いもの は排出禁止,item_0678,ストックハウス（物置）,,分解して排出 大きいもの・重いもの は排出禁止,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
水槽 中の小石は「埋立」,item_0679,水槽,,中の小石は「埋立」,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
水中ポンプ（水槽用）,item_0680,水中ポンプ（水槽用）,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
ストップウォッチ 電池ははずす,item_0681,ストップウォッチ,,電池ははずす,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
水中眼鏡 ガラス製のものは「金・ガ」,item_0682,水中眼鏡,,ガラス製のものは「金・ガ」,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
ストロー,item_0683,ストロー,,,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
水筒 プラスチック製のものは 「可燃」,item_0684,水筒,,プラスチック製のものは 「可燃」,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
ストローの袋,item_0685,ストローの袋,,,プラ,プラスチック製容器包装,,29,28,ごみ分別辞典,table_cell_geometry_extracted
砂 1 回に3 袋まで,item_0686,砂,,1 回に3 袋まで,埋立,埋立ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スナック菓子などの袋（内側が銀色のものも含む） 中身を残さない 紙製のものは「可燃」,item_0687,スナック菓子などの袋（内側が銀色のものも含む）,,中身を残さない 紙製のものは「可燃」,プラ,プラスチック製容器包装,,29,28,ごみ分別辞典,table_cell_geometry_extracted
水道蛇口,item_0688,水道蛇口,,,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
炊飯器,item_0689,炊飯器,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
砂時計,item_0690,砂時計,,,埋立,埋立ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
炊飯器の釜,item_0691,炊飯器の釜,,,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スノーボード道具,item_0692,スノーボード道具,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スーツケース・トランク,item_0693,スーツケース・トランク,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
すのこ,item_0694,すのこ,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
図鑑 取りはずすことのできる ビニールカバーは「可燃」,item_0695,図鑑,,取りはずすことのできる ビニールカバーは「可燃」,紙類,紙類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スパイクシューズ 取りはずし可能な金具 は「金・ガ」,item_0696,スパイクシューズ,,取りはずし可能な金具 は「金・ガ」,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スキーウェア,item_0697,スキーウェア,,,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スパナ,item_0698,スパナ,,,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スキーキャリア,item_0699,スキーキャリア,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スピーカー,item_0700,スピーカー,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スキー道具,item_0701,スキー道具,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプーン（金属・ガラス製）,item_0702,スプーン（金属・ガラス製）,,,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スキャナー,item_0703,スキャナー,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スクーター（50cc 以下） 燃料・オイル・バッテリー を抜き取り廃車手続を する P.47 参照,item_0704,スクーター（50cc 以下）,,燃料・オイル・バッテリー を抜き取り廃車手続を する P.47 参照,禁止,市が収集しないごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプーン（陶磁器製）,item_0705,スプーン（陶磁器製）,,,埋立,埋立ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプーン（プラスチック製）,item_0706,スプーン（プラスチック製）,,,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スクラップブック 取りはずし可能な金具 は「金・ガ」,item_0707,スクラップブック,,取りはずし可能な金具 は「金・ガ」,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプーン（木製）,item_0708,スプーン（木製）,,,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプーンの袋,item_0709,スプーンの袋,,,プラ,プラスチック製容器包装,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スケート靴,item_0710,スケート靴,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプリングマットレス 取り扱い業者へ依頼 P.46参照,item_0711,スプリングマットレス,,取り扱い業者へ依頼 P.46参照,禁止,市が収集しないごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スケートボード,item_0712,スケートボード,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スコップ（金属製） 袋に入らないものは「粗大」,item_0713,スコップ（金属製）,,袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプリンクラー 庭木散水用,item_0714,スプリンクラー,,庭木散水用,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スコップ（プラスチック製） 袋に入らないものは「粗大」,item_0715,スコップ（プラスチック製）,,袋に入らないものは「粗大」,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプレー缶 必ず使い切る,item_0716,スプレー缶,,必ず使い切る,金・ガ,金物・ガラス類,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スプレー缶のキャップ ノズルは「可燃」,item_0717,スプレー缶のキャップ,,ノズルは「可燃」,プラ,プラスチック製容器包装,,29,28,ごみ分別辞典,table_cell_geometry_extracted
寿し桶 袋に入らない場合は「粗大」,item_0718,寿し桶,,袋に入らない場合は「粗大」,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
滑り台（家庭用）,item_0719,滑り台（家庭用）,,,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
すずり,item_0720,すずり,,,埋立,埋立ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
スポンジ,item_0721,スポンジ,,,可燃,可燃ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
すだれ・よしず 袋に入るものは「可燃」,item_0722,すだれ・よしず,,袋に入るものは「可燃」,粗大,粗大ごみ,,29,28,ごみ分別辞典,table_cell_geometry_extracted
